2007-03-31,2012-03-31,Percent Gain,State
313391.6495430329,235957.54349724585,-24.708413947434906,PA
465704.315851357,254380.30266690548,-45.37729327204726,AZ
849575.6317477078,513806.5790364948,-39.52197310797209,CA
809365.7746167871,502073.7149477138,-37.9670192768613,CA
773958.7298973845,484620.3005287747,-37.38421936360506,CA
834802.4252487808,472633.9117679152,-43.38373997571164,CA
340925.0746258647,316026.68536410434,-7.303185102792497,TX
289577.79878839094,228522.32360295812,-21.08430806536006,VA
258690.21735429356,249706.47102283235,-3.472781624036969,TX
518134.38489479775,277424.74799941666,-46.45698952102067,FL
235309.7703509984,204390.9861795825,-13.139609173599586,PA
267774.16445334966,234724.16645838376,-12.34248944906099,VA
479105.3918614984,403095.9121631936,-15.864876703428521,MI
552121.4917045733,331708.7975207131,-39.921049532662934,WA
406863.5913824407,401384.5849112824,-1.3466445725806353,TX
660378.5782361134,498826.9050325675,-24.463493899976918,IL
732698.8149298414,630334.5773608059,-13.970847977806166,VA
503108.0187432754,271898.8214794749,-45.956174151495944,FL
161064.66909312387,155848.60070078544,-3.2384932224475804,TX
182183.72156730053,178891.8886005924,-1.8068754652660224,KS
406744.7382997541,370830.2851399472,-8.829727782081209,CO
219791.6154622227,195444.3644594506,-11.077424837871874,CO
416427.5030051072,224561.65761240004,-46.07424918098027,CA
504893.9332961959,449624.49954109866,-10.946741505541802,NC
308655.4528656186,271035.51238433714,-12.188328484726396,NY
263729.984063325,244827.6624972136,-7.167300916976016,LA
532436.6787709491,277862.8690652472,-47.812973796874346,NJ
449823.979114474,242370.12121131457,-46.118897065370824,FL
1202968.446136872,982444.9692081292,-18.3316094147703,CA
188497.5970071468,120589.19706293168,-36.02613562317212,KS
234985.40883977505,182283.64829295452,-22.427673618984258,MA
161509.63753180494,112676.46105837828,-30.235456669767025,MI
332120.7781296508,276275.94533712295,-16.814615787371057,NM
214534.97560426348,171981.0721705884,-19.83541532741546,GA
503854.00648976426,260433.5160559892,-48.31171079290011,FL
273830.6132267406,265909.3491336911,-2.892760601054656,MO
621535.0199778615,328640.9576330386,-47.124305619216045,CA
706522.6818949623,391964.89051166223,-44.521966448356,CA
308409.8284809876,274623.0896489021,-10.95514335535136,NY
173944.6392081206,149166.8595038751,-14.244635429436537,TX
1120774.801101511,809515.6075293771,-27.771787273074366,WA
669463.8431027484,425322.7203004368,-36.46815661780873,WA
162153.03421878224,152353.28760388106,-6.043517262636621,TX
460264.77445529617,243823.61778749307,-47.02535772457321,AZ
253274.25872047705,241080.9314281999,-4.814278148074324,TX
1190515.8590632996,879210.068432875,-26.148815092254264,CA
415303.2662907474,326037.279961048,-21.49416909887861,DE
696957.8201559063,340156.7902270692,-51.19406363056839,CA
305897.22139811004,282698.0688154572,-7.583969699567906,TX
386514.3230528229,323541.0250535813,-16.292616920857395,CO
1097612.4904108625,795077.9444828271,-27.562964941733625,CA
498601.0843650124,179275.631839221,-64.04427558204463,CA
547617.8409906761,331840.9120510502,-39.40283036602158,WA
198098.29599413957,197186.46181770705,-0.4602938010428326,TX
316661.02775709337,239483.56114726956,-24.37226555994938,SC
372409.63774349,205744.91605703428,-44.753063507247845,CT
176782.71328120134,178405.7148535064,0.9180770801517246,TX
573317.8659918276,441368.44607466017,-23.015054604812946,VA
376868.7839018675,206905.75758143872,-45.09872761567997,AZ
214197.9156726461,209819.16979412208,-2.0442523284007863,IA
985163.6872399228,655838.7178291267,-33.428451908682014,CA
319342.0260232088,299703.7330749638,-6.149611184222204,KS
170846.25137406695,143880.3272853502,-15.783737642375883,OH
442053.0420505608,249567.38943592645,-43.54356475452518,SC
541809.830156961,366430.7950489696,-32.36911280424434,MD
189695.2647849052,99109.59235796018,-47.75325969768396,MI
484968.14556352346,286378.4852029006,-40.949011224204334,FL
294435.3833344814,227260.8858408781,-22.81468237032247,UT
1013850.8168797288,649801.1756901474,-35.9076143283088,CA
338405.53234284575,280306.296114011,-17.16852435201123,LA
311047.04728868767,266345.14648520487,-14.371427471547182,GA
287706.66828038567,259835.9337739173,-9.687204913619462,TX
232458.03678199655,187099.530592951,-19.512556682040472,MI
577925.7838693986,272731.6104983504,-52.80854080045976,CA
284622.1149033899,209381.92228317875,-26.43511824292014,LA
312425.0872432751,246511.82697607303,-21.09730074777176,VA
538683.1058931774,288885.0081432125,-46.371994038272426,FL
297105.6762411219,242469.59223562232,-18.389444690770095,NC
466413.7311261935,182365.19711028787,-60.90055139029624,CA
318629.8645080219,298078.97040844226,-6.449770215767792,TX
568072.5630615387,315516.1687611497,-44.45847427294775,FL
304798.5140735177,187469.45717664607,-38.4939727326137,MI
722733.5391275018,359420.8529142544,-50.26924399438355,CA
606781.9755903921,287621.8174626983,-52.59881983428307,NJ
722750.7954969775,369891.06930579786,-48.82176932763477,CA
583182.2748829242,321027.9230968838,-44.95238677112893,CA
978069.5205379924,427765.02185981936,-56.26435413051979,CA
450214.94057520985,242923.5921620589,-46.04275196827287,FL
254311.7352549517,215082.0920276769,-15.425809268277145,OH
364870.0829989374,269215.98583215446,-26.215933183829033,CT
686022.9297960385,522680.3808440929,-23.81007133398718,NM
350441.1236015456,242879.61724296468,-30.693174720236094,GA
727413.2240378527,708891.9232677562,-2.546186975717213,CO
871050.5738130497,372351.6626752385,-57.25257822341382,CA
236438.928929397,228470.6337896021,-3.370128250823823,OK
717698.3785230978,419422.1418344917,-41.56011015413025,OR
238680.26634449585,242631.4813785172,1.6554426951738144,IN
566027.5707876836,383286.693208044,-32.2848014850827,NJ
402393.58875275496,214583.73376175613,-46.673172794111274,FL
278651.3396548701,254956.4862031874,-8.503405539349096,MN
529302.6828027094,342661.328182765,-35.26174355128151,WA
113052.52685775736,39916.44652092768,-64.69212353727349,MI
906310.6912318435,570081.3241842367,-37.09868705075178,CA
567532.1685216859,257065.4240425918,-54.704695469122264,NV
1052542.8176695183,782473.9481127895,-25.658706232464745,CA
150205.0233250617,121139.79825041154,-19.350368204230772,MI
305379.8293647033,188705.620445992,-38.20625912373925,ID
694281.7742223543,252088.6715013873,-63.69072603356975,CA
791010.8999438211,428156.6962507337,-45.872212850525564,CA
253647.8516404007,250414.98344958675,-1.2745498019818502,OK
1150948.651823877,770207.6371716842,-33.08062562555183,CA
176854.4656499178,141071.75747127747,-20.232855329461664,MO
459333.1519347993,300026.7404648218,-34.68210617913128,ID
259668.3455524426,174973.7973392202,-32.616431561203704,IL
662628.9387187638,304092.68139211234,-54.1081495806544,CA
557960.1339056146,457224.9033357286,-18.05419857952191,VA
537508.1235518067,429772.1788750721,-20.04359375349062,WA
436105.3937137776,403557.7744099754,-7.463246218221209,CO
265359.7314680405,135686.74130873787,-48.86686817246807,GA
293866.7187469476,225654.53004234371,-23.211947577957027,GA
396288.8212160575,350706.7739848094,-11.502228877255327,CO
274603.8921238965,257597.9408094877,-6.1929025050875826,WA
256525.9752888672,232503.69208055676,-9.364464234571013,AL
363640.6800770013,195593.87229361583,-46.212323590364356,FL
356341.51585281704,158691.0470184961,-55.46658473439236,FL
363072.9422694882,221498.39004024852,-38.99341860737091,IL
505682.72791700886,343778.6124161049,-32.01693602781608,CA
182998.0596869908,172455.32934598008,-5.761115915132409,SC
214344.89141435912,206744.45784908047,-3.5458897644478626,KY
337142.5366156299,184939.5330677251,-45.145001599554526,FL
751608.3665260443,642442.0448773595,-14.524362222476938,VA
177278.60984073477,179177.2455580252,1.0709897369999277,IL
555485.6604456763,372757.67139234935,-32.895176611169575,CT
426036.6095953926,318253.808815709,-25.298952801742793,NJ
306147.1397031269,299516.5673485174,-2.1658122826295867,TX
503593.1553622489,271433.9779018257,-46.10054266790511,FL
1444494.0696334962,1116812.247835607,-22.684885226356812,CA
362111.92514452914,280099.5141572436,-22.648359607199364,PA
388749.09128058207,266632.175498216,-31.412784883972222,OR
338502.07983126416,138464.37369796282,-59.0949710657659,FL
372220.1763467298,327880.1964883861,-11.912298869323045,NC
658159.7788323216,332395.10055851075,-49.49629083256476,CA
561287.6697979681,300007.1613630852,-46.55019564725681,FL
561484.3255605157,374689.7323674685,-33.267997821056696,MD
867158.2775317681,824094.2720679548,-4.966106716571783,MA
1067157.4414876096,809120.9186233833,-24.17979885934407,CA
597562.6264173766,532899.0268077572,-10.82122555041689,TN
543639.6201452775,218074.60980910863,-59.88618163061179,CA
376074.01397793175,290753.72255580063,-22.68710100962673,UT
758701.0883383971,464408.2388526624,-38.78903747591222,CA
823765.3907121063,358056.2753214185,-56.534192943952675,CA
459305.1145852381,320796.99998402,-30.156013987846343,OR
328676.0427004643,317723.576827848,-3.3322982054392547,TX
326209.6383977836,103521.11523932444,-68.26546396734923,FL
329454.82638825726,261476.66039356717,-20.633531686246688,NH
410621.9646982769,278307.9734398662,-32.22282357828432,MA
1056898.031693787,686450.9249587907,-35.05041126259996,CA
1907391.3499736344,1150400.5607757615,-39.687229849728354,CA
229593.5925452963,197375.27086877305,-14.032761680910987,SC
282603.3837324619,180446.56092307705,-36.14847828789473,CT
929701.9991038964,514490.2120844573,-44.660739400328886,CA
282915.44142190885,264346.2282729672,-6.563520554273872,TX
287856.47089230834,262579.1826253004,-8.78121245239074,TX
346332.0148600717,272904.956808591,-21.201348677264896,UT
924298.92006142,565966.7375632506,-38.76799752988547,CA
244810.67884254115,254570.4004282568,3.9866404651379472,SC
790214.6345080085,638912.1177786334,-19.147015269285262,VA
842982.174149578,300510.299476366,-64.35152382913334,CA
449576.5229343848,277641.4402673546,-38.24378585091819,CA
359769.8927082529,279338.92359808483,-22.35622567099902,GA
721512.8859812539,431675.0998447725,-40.170839879360365,CA
249095.455131296,178931.3809720422,-28.167544896501994,SC
820798.9807203795,501543.67764178425,-38.89567489452762,CA
466280.8050549008,231752.1774175312,-50.29772298041644,FL
929016.8160654862,490301.747166245,-47.22358748652793,CA
756214.660111636,349171.9783437496,-53.82634101642474,CA
219121.13473004664,185647.4426512102,-15.276341152611971,NC
309283.96400912857,254487.9019866396,-17.71707181717047,MO
293903.0791014051,164076.16392007537,-44.173377011996415,FL
382582.575684725,287674.7046385719,-24.807159833741068,CO
361656.2758152348,141503.46703997292,-60.87349328557896,FL
520271.0950583429,461757.5125836976,-11.24674867207136,CO
206921.1219758373,217856.4976218257,5.2848039589043605,NC
549225.5115530501,253651.95145055628,-53.81642947843004,CA
560441.0860264219,200332.07237227116,-64.25457066457356,CA
732032.8295100797,478205.01138375216,-34.6743763249258,WA
1309569.3000141657,976391.2777083864,-25.441801537511243,CA
279810.82773298485,165095.33201730467,-40.99751844669491,GA
344245.8209201571,208531.3166590124,-39.423718753762806,GA
199139.87114753947,170361.9489732976,-14.45111017116244,WI
618315.6315484146,374856.8342363568,-39.37451762336609,WA
697026.8900184105,579331.3219809014,-16.88536980752643,VA
242033.25708451,117027.64427477884,-51.64811411271606,MI
337425.295612615,198969.2502869245,-41.03309595515523,CA
1027223.0158099226,688713.9729690381,-32.953802400346746,CA
171657.20515216936,153461.25826869314,-10.600164943467426,TX
661174.2852605996,375321.07043916936,-43.23417005075479,FL
555836.4542242568,340588.16437924403,-38.725112073734024,WA
607238.6480704207,478825.8626560257,-21.147004694520554,NJ
583459.9723639687,510899.9311259235,-12.436164377147962,PA
294942.9806037317,240717.75484488424,-18.384986022671722,CO
206686.44248246835,184430.34420548644,-10.768049422917391,IL
526014.6417970315,191403.80241963116,-63.612457294775005,CA
777020.3012914142,645159.840697304,-16.970014859966597,MD
386037.0517894181,348976.6209232509,-9.600226375778952,CO
787053.5582303036,596686.4781896556,-24.18730949755058,GA
311795.6256790838,286751.1337084342,-8.032342312725937,TX
719377.1658855188,536173.0497447561,-25.467046332398834,MD
637777.544669686,548507.6347274301,-13.997029322895038,NC
369554.1694865069,274783.44957813405,-25.644608485964625,GA
1038024.4100879465,636788.8516210346,-38.653769079757694,CA
664517.6482250915,294635.3546029136,-55.66177130285755,CA
291627.015712495,243850.63696400032,-16.382699878393904,ID
351100.57521544705,268501.9686123441,-23.525625542600626,NM
459763.40806226985,215502.47714950773,-53.127527469450044,FL
186443.0067951913,186387.02335934143,-0.03002710416023513,IA
233547.9700516027,104640.3379174889,-55.195355414834694,GA
192229.52152835476,127624.02048819266,-33.608522003542774,MI
424414.0945096701,263516.7312644628,-37.91046652941478,MA
224498.9662984064,226466.93530940512,0.8766049320614089,TX
742097.6147390293,399669.6934245758,-46.143245108647044,CA
428050.0265658635,301141.71500668884,-29.648009270628428,IL
527909.5686495736,467138.7280406435,-11.51160051225929,CO
557920.9012366945,238179.3550624417,-57.30947621168336,CA
512072.5043959398,421028.60208304087,-17.7794944136471,GA
197437.69287684283,186445.98189305744,-5.567179611768347,IN
520291.2591602136,407997.93315868935,-21.582781571763,VA
530431.4509446245,325372.1234824655,-38.658968486309945,WA
222214.3021078474,196421.9248852653,-11.60698342902532,SC
184868.1541354356,155512.41508262715,-15.879283909170338,IN
272993.99768150225,270631.7949266273,-0.8652947592023175,KS
314587.9482941262,259688.4439622668,-17.45124205474353,AR
225229.86818339923,189532.54260516333,-15.849285827920667,NC
955114.7364386228,690576.8867175701,-27.69697080661181,WA
156396.62249902656,134230.87893153998,-14.172776376692243,OH
438293.46054843575,419180.6736916818,-4.360728273891679,TX
559565.927577404,447392.9002889255,-20.04643631075298,MD
282552.0077149029,285556.7122843784,1.0634164640257238,WA
337768.5071337717,251162.72549835063,-25.640573293922053,GA
176297.26173780765,172501.10217025346,-2.1532719964759917,OK
247852.3739452794,231594.2805479184,-6.559587523236887,IL
467264.2184380316,238021.02705407055,-49.06072032441816,FL
237989.870729186,211243.4692703636,-11.238462114741733,VA
498271.84671961336,394532.0947341216,-20.819910389973938,UT
1322564.1216445558,1012160.2896545096,-23.469851246537022,CA
378941.0524442557,359012.90447871684,-5.2589044752469505,IN
508406.8299868019,479270.79103639536,-5.730851206535304,IN
506286.1023315176,284525.0153486984,-43.80153552735868,OR
1071048.8083533463,698311.6833836677,-34.80113343692831,CA
431794.0317201573,310246.2665469148,-28.149477816779257,GA
273187.453927901,258446.20203115733,-5.39602082189109,TX
374695.4754946783,329012.5141269697,-12.192023751393666,SC
325291.0146280313,287644.632216256,-11.573139348722483,MO
372364.83122249617,267386.8049932719,-28.192250563667653,MA
362672.5219053645,274110.41832588974,-24.419303429495574,MI
1193431.1034244334,856118.1919218674,-28.264129410963037,CA
251402.7332991062,212437.59937984397,-15.499089213522389,VA
264010.7384547014,196480.1530110181,-25.57872677412707,WI
333816.9911790453,238649.55806383464,-28.508864326851135,MA
200141.1184573484,145172.54355992,-27.464908421176137,GA
669644.1382547758,388517.722357584,-41.98146445810195,MD
795239.8884093356,525283.0559530854,-33.94659100868627,CA
1018588.1348837418,597208.2359635457,-41.369017023577534,CA
513267.01690280304,424638.7482043067,-17.26747789743127,VA
813901.62098782,624534.6386533262,-23.266569011702178,MD
529511.919972911,521237.0278321176,-1.5627395396909605,CO
664978.5128639723,516878.09089565935,-22.271459769499103,VA
810620.4089084949,275915.5054434847,-65.96242798586745,CA
823860.9141160265,439987.3723024539,-46.5944597244858,CA
231710.5043699696,225504.82778809665,-2.678202526357809,TN
1034408.3076954016,675308.2638025294,-34.71550269089825,CA
362160.9349590126,340812.9671104397,-5.894608111443311,MT
333169.15174309025,243741.64223425565,-26.841473480051647,GA
385274.79021008126,181336.43727770328,-52.93322016246513,FL
756508.569482705,476032.06690335297,-37.07512563554168,CA
357741.24242046336,273903.2425325591,-23.43537449600712,UT
677932.4083892851,380755.28388981,-43.83580439907644,CA
304885.5536856993,234420.3738821256,-23.11201004827369,WA
347534.0660570869,216857.78579162736,-37.6009988741634,MI
202016.5296203262,175759.97546383037,-12.99723057605381,TX
354053.3626520519,319522.06766511285,-9.75313289733528,CO
228984.526938642,200574.77713134827,-12.40684258762441,TN
611776.0814965717,298129.8762273588,-51.26813792751563,CA
292121.14776177675,271842.68519884377,-6.94179887978188,SC
287804.919588764,304839.3367229116,5.918737302506005,WY
224266.3344774167,180735.7421031988,-19.41022154557993,GA
737455.953385971,363579.481164,-50.69814278471095,CA
571376.3424926683,366449.05977170775,-35.86555261055284,AZ
233226.4395222877,197490.55672475856,-15.322397782483888,UT
459929.4865651057,409859.8108870606,-10.886380878073453,NC
587133.9059628221,313385.5383786528,-46.62452036989043,FL
374443.6767278378,306546.12484929065,-18.132914533872103,VA
209219.00390107196,198238.8416532655,-5.248166774084428,AR
294501.12499565515,237830.5234009983,-19.24291514862394,MI
333730.83984350786,167533.1819028881,-49.799910016872495,FL
2098018.814443147,1540762.217354867,-26.56108673821337,CA
565705.4840424387,279522.47749624605,-50.58869228227659,AZ
382624.3596783155,287837.22545141075,-24.77289587798208,WA
242915.14011293696,179510.43008157655,-26.101588399093643,GA
307668.79627842066,134293.3313302039,-56.3513320315145,FL
707328.4407745218,282823.2580673462,-60.01528543689607,CA
235783.9166417136,214065.85311919948,-9.2110029521292,SC
405863.5340101337,283324.75074595126,-30.192114589216303,MD
362864.2826281407,265904.06892829394,-26.720792963580408,MA
