2012-03-31,2022-06-30,Percent Gain,State
675329.2816392487,1322098.839998845,95.77099289840825,NY
715248.5194033753,1790872.1107365105,150.3845953054704,CA
242989.8036986492,454035.20664484793,86.85360444503785,TX
386799.2258858264,536911.1984783587,38.80875724318065,IL
203900.22222735756,398436.4558647263,95.4075633230318,TX
223424.01127725584,387675.6501593501,73.51566107112264,PA
233402.52446016777,685980.9269680949,193.904673291211,AZ
227996.17911558264,604333.7070581411,165.06308544397763,NV
669227.6603057937,1676324.5190414574,150.48643659998834,CA
281951.926149482,688135.8600421329,144.06141480917034,TX
383726.7236013861,1055853.5836475631,175.1576887160926,TX
747508.9739523277,2021978.4576133164,170.49554293943066,CA
193952.55165809335,441390.8885326996,127.57673707268341,FL
271852.1293228872,628674.5635538691,131.25607480792354,NC
162661.8776662801,335806.3393130517,106.44440119030088,IN
203549.82448227075,450145.61354659934,121.14763041016876,TX
212387.174032146,521328.7279374921,145.4614928199883,FL
1098084.250871111,2351062.3044990725,114.10582135514402,CA
232464.6555112513,491132.9745534812,111.27210649436141,AZ
171323.35150286974,356098.644585745,107.8517852131676,OH
367643.8636284276,881993.2240818684,139.904241941404,FL
219004.95865323124,380189.29337725934,73.59848640653139,KY
196122.4757783849,285080.32137400337,45.35831257613705,TX
419346.7668981194,978138.8509118486,133.2529849096197,CO
614941.9653250684,1419580.806719567,130.8479314741763,WA
427069.17934848,854212.721065232,100.01741225353355,OR
291845.9129420219,753688.003432117,158.24860654527814,TN
709737.2703537061,1194073.605023169,68.2416374200115,DC
264300.04588207154,683925.7079583863,158.76866788874798,CA
645611.2447633649,1243955.7956607502,92.67876849274765,MA
26863.57767358782,146727.86529338572,446.1962925275142,MI
210018.3531558265,399326.1299668129,90.13868262766846,PA
258812.9232547637,445631.8248913397,72.18298811635458,NM
127805.1512510612,283804.625953526,122.06039676446103,TN
224203.52877580168,516524.3468807852,130.3818988492806,CA
192067.68294591445,321217.57982836064,67.2418675029335,MD
231386.7204796437,421797.7957466816,82.2912718899049,NE
347368.5141133829,761132.2020211875,119.11375703232272,GA
153248.7641212193,274328.0436127218,79.00832361410049,WI
189677.6430430829,308771.2916438265,62.78739375398765,OK
353803.2879668789,713591.7922443263,101.69167910930459,NC
223165.3688612172,620426.696289852,178.01208559186662,AZ
334904.84603933245,654307.5663563398,95.3711850080233,CO
130300.25467386952,304328.2633538687,133.55922374486258,NY
193201.11470699272,378145.3332369384,95.72626887294653,MO
228890.14650328795,403135.7698756542,76.12631038700621,OH
558336.6394243141,1178927.920138796,111.15001898395147,CA
392043.4427663638,604715.4561059024,54.24705278549433,VA
238831.30077498927,514394.7675387632,115.3799631244278,CA
275179.6124919453,743707.9511723925,170.26273655871265,FL
613881.629789523,1606875.7896420255,161.75661750832373,CA
200006.27473470577,340007.4070301131,69.99837004169443,OK
290400.0567952098,523986.7027849204,80.4361571301055,MN
300467.25870234513,660335.0960893921,119.76940147863044,CO
257939.36373157435,472177.3762743383,83.05750989046852,TX
887361.937833522,1581159.102038296,78.18649128659575,HI
262199.8426224646,514995.2749608344,96.41326623615258,TN
207248.7350957432,419480.28030415,102.40426563296596,TX
271996.603512529,383215.4611720999,40.8897964986713,LA
291944.0009382437,569508.6393338831,95.07461619475235,LA
180599.02415099496,299318.74279177416,65.73663351664636,KS
87040.5788968156,174177.29176234922,100.11044729933607,OH
324538.79758267646,800454.7424036944,146.6437752175926,CA
517612.7758116095,1110952.5988718297,114.63005760046623,CA
305299.106060598,658714.4698504024,115.76036639938803,WA
197845.82907331293,569132.5084397992,187.66464833024295,CA
344951.3601921207,680145.133126927,97.17131503645035,GA
209687.9079538124,336996.31241759984,60.713278942069216,SC
219649.42813944415,384191.0146999827,74.91100156931869,NC
180061.1866051257,334678.4237471624,85.86927591514343,IN
264547.53054673923,446899.6708938728,68.92982140875297,KY
502096.1611447923,1314013.0648974667,161.70545934895873,FL
280730.06140278536,688424.5255122845,145.22650765375212,NV
196833.6506993758,344610.36034607526,75.07695412935207,TX
182367.6806322916,297134.3491531233,62.931473451283296,MO
419696.99860303104,954048.6359806828,127.3184319059347,CA
284402.3805188652,588933.4689713232,107.07754551733002,NC
460562.0290379344,717624.8091509705,55.81501815293224,MD
253606.9987065591,430677.95133824815,69.82100396865327,MN
264774.4902201645,585064.2230359311,120.96699064529983,WA
280808.9162008958,509942.5496783676,81.59770586256793,NJ
320453.0093268608,893279.6309670992,178.7552636324153,NV
200774.73930686727,637335.5279410746,217.43810508301092,FL
886338.9291619883,1964632.713657514,121.65704890284195,CA
232691.7452833813,398682.45294889,71.33502198943869,NE
105545.49116700288,185859.82647069244,76.09452039652696,OH
308765.5869210428,743629.999782638,140.83966325327512,AZ
254240.10574243663,445113.9012658356,75.07619420075595,FL
432968.8548285421,910443.991072046,110.27932631149335,NJ
408757.73266162473,746388.7420714909,82.5992959720622,TX
211074.03181931257,327450.61405655293,55.1354333994355,TX
216992.6903375587,570099.1356602522,162.72734568772483,CA
304822.9412488077,630814.7024911281,106.94462821820028,TX
205939.10745232188,471966.0705338672,129.17748667194488,GA
443864.5359821022,1060755.7336055664,138.98186217074547,CA
271751.2051299818,741070.22839704,172.70172658206886,ID
272459.83473893185,546335.7277622423,100.51973102227545,VA
304502.8836074593,793052.7823782034,160.44179712942994,AZ
208753.20192105309,357815.5850046045,71.40603435626547,NC
318614.59639958345,528794.3146690833,65.9667575323221,WI
194205.44680945887,300243.281357785,54.600855068891654,TX
167350.339231709,478188.1665127617,185.7407811111005,NV
205304.9446559359,572911.738511886,179.05403811486894,CA
