Date,Open,High,Low,Close,Adj Close,Volume
2000-01-31,6.73199987411499,6.73199987411499,6.629000186920166,6.691999912261963,6.691999912261963,0
2000-02-29,6.577000141143799,6.625,6.577000141143799,6.5929999351501465,6.5929999351501465,0
2000-03-31,6.363999843597412,6.380000114440918,6.283999919891357,6.331999778747559,6.331999778747559,0
2000-04-30,6.552000045776367,6.577000141143799,6.38100004196167,6.552000045776367,6.552000045776367,0
2000-05-31,6.605999946594238,6.605999946594238,6.517000198364258,6.5320000648498535,6.5320000648498535,0
2000-06-30,6.175000190734863,6.183000087738037,6.168000221252441,6.175000190734863,6.175000190734863,0
2000-07-31,6.166999816894531,6.173999786376953,6.144000053405762,6.144000053405762,6.144000053405762,0
2000-08-31,6.043000221252441,6.051000118255615,5.9679999351501465,5.974999904632568,5.974999904632568,0
2000-09-30,5.863999843597412,5.863999843597412,5.810999870300293,5.833000183105469,5.833000183105469,0
2000-10-31,5.796999931335449,5.828999996185303,5.765999794006348,5.813000202178955,5.813000202178955,0
2000-11-30,5.435999870300293,5.4720001220703125,5.379000186920166,5.39300012588501,5.39300012588501,0
2000-12-31,5.002999782562256,5.002999782562256,4.960000038146973,4.980999946594238,4.980999946594238,0
2001-01-31,4.8460001945495605,4.875,4.830999851226807,4.8379998207092285,4.8379998207092285,0
2001-02-28,4.686999797821045,4.744999885559082,4.650000095367432,4.650000095367432,4.650000095367432,0
2001-03-31,4.639999866485596,4.677000045776367,4.521999835968018,4.544000148773193,4.544000148773193,0
2001-04-30,4.880000114440918,4.934000015258789,4.873000144958496,4.888000011444092,4.888000011444092,0
2001-05-31,5.013000011444092,5.013000011444092,4.926000118255615,4.940999984741211,4.940999984741211,0
2001-06-30,4.922999858856201,4.973999977111816,4.89300012588501,4.929999828338623,4.929999828338623,0
2001-07-31,4.550000190734863,4.557000160217285,4.499000072479248,4.50600004196167,4.50600004196167,0
2001-08-31,4.370999813079834,4.414999961853027,4.355999946594238,4.355999946594238,4.355999946594238,0
2001-09-30,3.7260000705718994,3.7839999198913574,3.7109999656677246,3.7699999809265137,3.7699999809265137,0
2001-10-31,3.5859999656677246,3.681999921798706,3.499000072479248,3.50600004196167,3.50600004196167,0
2001-11-30,4.0980000495910645,4.133999824523926,4.019000053405762,4.054999828338623,4.054999828338623,0
2001-12-31,4.421000003814697,4.427999973297119,4.310999870300293,4.333000183105469,4.333000183105469,0
2002-01-31,4.330999851226807,4.36899995803833,4.2789998054504395,4.36899995803833,4.36899995803833,0
2002-02-28,4.125999927520752,4.2230000495910645,4.125999927520752,4.177999973297119,4.177999973297119,0
2002-03-31,4.769000053405762,4.8470001220703125,4.729000091552734,4.808000087738037,4.808000087738037,0
2002-04-30,4.443999767303467,4.452000141143799,4.40500020980835,4.413000106811523,4.413000106811523,0
2002-05-31,4.34499979019165,4.406000137329102,4.321000099182129,4.359000205993652,4.359000205993652,0
2002-06-30,4.086999893188477,4.125999927520752,4.054999828338623,4.058000087738037,4.058000087738037,0
2002-07-31,3.628000020980835,3.6410000324249268,3.440999984741211,3.4579999446868896,3.4579999446868896,0
2002-08-31,3.190999984741211,3.25,3.178999900817871,3.2079999446868896,3.2079999446868896,0
2002-09-30,2.6589999198913574,2.6640000343322754,2.5480000972747803,2.578000068664551,2.578000068664551,0
2002-10-31,2.819999933242798,2.8550000190734863,2.7139999866485596,2.743000030517578,2.743000030517578,0
2002-11-30,3.2720000743865967,3.305999994277954,3.253999948501587,3.260999917984009,3.260999917984009,0
