FREQ,Frequency,CURR_DENOM,Currency of denomination,BORROWERS_CTY,Borrowers' country,BORROWERS_SECTOR,Borrowers' sector,LENDERS_SECTOR,Lending sector,L_POS_TYPE,Position type,L_INSTR,Type of instruments,UNIT_MEASURE,Unit of measure,TITLE,UNIT_MULT,Unit Multiplier,DECIMALS,Decimals,COLLECTION,Collection Indicator,AVAILABILITY,Availability,Series,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
Q,Quarterly,EUR,Euro,TW,Chinese Taipei,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),EUR,Euro,,6,Millions,0,Zero,,,,,Q:EUR:TW:N:A:I:B:EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.889,17.791,51.341,775.933,305.694,429.229,416.176,443.668,475.715,554.383,507.1,571.206,544.315,560.939,506.338,557.427,595.577,621.961,584.278,664.451,615.577,546.647,500.731,497.6,598.995,657.598,815.177,753.985,677.312,770.12,595.273,576.046,609.634,613.465,823.658,630.843,588.346,648.07,697.241,617.838,696.644,779.859,1310.068,908.558,910.143,1093.894,1116.825,1289.97,806.184,1127.633,880.783,856.077,955.258,1318.185,1367.663,1302.315,1300.443,1117.431,944.216,1066.12,1274.569,1286.772,1471.564,1338.667,1286.305,1340.464,1251.889,1000.726,1207.97,1294.177,1346.467,1322.206,1524.775,1234.958,1327.248,1430.662,1440.751,1613.314,1402.704,3081.706,3422.23,4191.456,4873.36,6104.758,3374.74,5173.645,4695.867,6010.555,3619.498,2443.78,1835.617,1795.412,1607.506
Q,Quarterly,EUR,Euro,ZA,South Africa,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:EUR:ZA:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.919,30.73,37.813,31.564,35.862,34.117,37.283,30.649,30.983,7.011,10.528,12.723,12.93,40.704,39.379,30.249,30.398,-1.17,-3.72,-4.175,-5.47,-6.988,1.778,4.401,24.195,29.654,17.977,24.664,5.004,71.518,72.848,62.767,59.09,-20.885,-27.387,-24.532,-22.665,-9.111,-1.351,-2.016,-2.175,-1.94,3.769,4.748,16.685,19.334,16.538,16.315,6.793,3.98,-4.445,-5.581,-10.284,-34.412,-32.184,-32.991,-26.688,-11.988,-1.459,2.039,-5.311,13.525,3.309,3.25,10.605,8.975,15.744,16.467,4.076,2.966,-8.324,-8.358,-10.112,-14.908,-12.475,-14.252,-7.29,-14.414,-9.149,-8.827,-11.595,-8.116,-15.093,-19.481,-27.037,-29.724,-39.96,-41.622,-24.756,-19.975,-12.277,12.426,28.524
Q,Quarterly,EUR,Euro,ZA,South Africa,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),EUR,Euro,,6,Millions,0,Zero,,,,,Q:EUR:ZA:N:A:I:B:EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.97,2493.49,2448.171,2547.715,2542.454,3340.424,3357.479,3329.098,3330.948,3574.922,3711.025,3757.656,3768.463,5046.617,5189.345,4904.21,4920.707,4986.692,4995.712,4699.025,4651.835,4655.936,5107.761,4916.29,5795.985,6066.921,6051.493,6169.283,6119.855,10410.425,10464.351,10045.072,9738.117,8233.553,7596.425,7594.127,7545.109,7498.899,7532.722,7465.729,7408.517,7389.289,7832.164,7835.205,8655.837,8818.888,9130.446,9116.52,9254.22,9171.186,8720.771,8602.481,8285.531,6000.905,5899.331,5749.432,6069.057,5283.712,5805.069,5903.167,5776.885,6028.81,6039.943,6261.749,6564.346,6751.268,7184.231,7292.401,6829.983,6949.15,6583.231,6682.668,6138.402,5915.623,5764.8,5747.077,5709.553,5076.297,5251.463,5239.574,5046.968,4664.568,4458.218,4218.18,3679.546,3275.587,2674.786,2460.688,2768.809,2621.084,2343.648,2763.305,3553.347
Q,Quarterly,JPY,Yen,3C,Developing Europe,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:3C:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.498,-5.496,4.862,-0.66,27.964,8.664,6.115,-18.578,-22.371,-16.706,-20.865,-4.146,-4.612,-12.587,-4.402,-26.119,-31.717,0.179,-23.236,4.135,12.58,16.178,71.283,83.304,134.805,53.629,23.868,21.268,3.409,26.296,15.106,16.871,39.698,36.666,63.637,38.848,11.722,-25.062,-31.688,-25.859,-24.728,4.375,-2.81,-12.376,9.258,9.832,26.062,30.301,11.909,6.504,-2.228,3.628,-7.584,-1.556,0.465,1.386,5.904,4.802,31.215,19.615,18.239,21.143,-2.456,0.096,-0.85,-2.075,-0.768,-1.7,-1.275,-3.763,-5.16,0.256,3.4,9.269,10.827,0.664,-1.082,-5.21,-6.491,1.617,34.097,3.03,10.22,-4.488,-47.465,-31.313,-35.578,-26.858,-2.023,-1.861,-2.018,-2.754,-2.606
Q,Quarterly,JPY,Yen,3C,Developing Europe,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:3C:N:A:I:B:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508620.36,545477.55,583593.655,646927.206,636198.084,579389.958,605734.358,460306.687,438925.099,428882.74,425985.774,441226.378,423478.684,379209.47,412111.921,329870.667,280293.212,372642.057,310171.555,336791.229,319320.683,389256.481,478172.443,554436.257,673192.144,596894.141,590587.645,672191.167,695647.598,753648.527,679571.237,785947.794,974800.968,1008250.11,1088249.918,957992.718,953934.573,678203.191,667579.261,710933.985,718945.943,708167.07,649037.82,622477.577,805890.124,798580.577,816422.763,809428.785,879453.984,828261.746,799842.777,839292.229,810301.009,814003.084,800165.043,846219.165,853671.057,848441.117,1053970.671,1042949.021,1040058.927,1059352.91,1052504.153,1047723.439,1034956.627,1041117.894,1048182.164,1029922.282,1021839.111,1001997.1,994115.782,1031852.652,1054882.443,1095452.011,1102374.064,1039978.37,1045630.331,1038330.377,1030772.555,1056788.883,1402075.237,1069717.438,1136015.567,1009272.711,733944.763,732135.954,729240.913,735585.821,671478.128,670928.784,667204.594,667997.949,654019.688
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:3P:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.911,10.317,9.865,6.113,2.212,-4.214,3.852,5.02,1.11,-2.355,-9.406,-9.973,-5.065,-5.528,-5.12,-5.842,-7.236,-2.732,-3.29,-2.362,-0.001,-4.756,-4.167,2.584,-2.029,1.329,0.504,-0.524,7.833,9.615,16.755,17.385,22.06,14.608,14.477,3.137,-7.919,-3.989,-11.485,-9.058,-5.349,-3.626,1.768,5.329,6.238,3.715,2.621,-1.849,-3.898,-1.758,-2.108,-1.585,-1.76,-9.143,-11.035,-3.053,-4.235,1.091,-0.369,-8.147,-6.379,-3.87,-4.455,-3.17,-6.769,-6.438,-7.259,-6.965,0.299,2.521,3.223,5.009,2.372,0.397,7.808,10.088,12.582,7.835,1.318,-0.634,0.316,2.698,1.723,1.035,-7.069,-9.723,-5.885,-4.406,1.754,10.145,10.459,17.13,16.54
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:3P:N:A:I:B:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48549130.326,52468424.746,52374223.602,51651068.524,50852239.48,51316889.33,55012872.408,55058528.968,51767037.722,49718528.077,49895108.505,48860115.496,48354093.311,47043205.011,46643096.661,45445867.275,43854857.528,44931927.576,44951518.914,43862456.459,44622606.743,43717480.659,44072608.975,46750824.036,44565952.124,44512511.702,44556290.91,46352484.532,47835221.3,49140904.397,51544503.775,53794622.541,56382270.332,54708908.296,58043969.123,53068168.442,51834384.749,51452105.877,49646148.925,48523802.2,48573183.017,48854458.019,49808489.869,49841744.458,50414747.389,49712465.26,50097624.906,48256251.23,48063489.596,48253237.869,48816134.545,48461918.761,48858985.222,46449043.383,46099460.926,49201387.441,46889720.705,46156370.908,46498018.331,46868106.727,46455261.082,47247244.315,46116934.952,45396599.358,43331147.839,44211419.731,42816341.981,42124953.45,43332537.022,45195546.606,44024688.76,44316063.525,44355374.675,45462393.567,47551861.123,48751302.995,50045954.638,49029083.375,48184409.972,48476867.946,50130104.668,50282480.348,48949334.912,48913133.963,46528659.547,45350125.776,46024236.003,46691704.192,47403801.192,49993818.009,50848860.789,54721996.679,55203699.865
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:3P:N:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.742,8.191,9.592,12.07,10.387,1.357,3.607,4.203,-1.794,-4.016,-8.696,-9.809,-4.432,-5.583,-5.868,-5.401,-4.736,-0.727,1.27,-0.762,-0.189,-5.244,-7.047,-4.465,-4.96,-1.283,0.275,1.382,3.371,5.316,4.607,2.056,0.702,-0.049,1.451,1.411,-0.525,-2.206,-4.02,-4.918,-4.183,-5.279,-3.417,-0.711,0.054,0.194,-0.589,-3.448,-4.009,-4.423,-4.534,-2.443,-7.042,-11.325,-13.199,-12.642,-10.623,-6.301,-3.532,-8.316,-6.339,-7.532,-8.693,-8.059,-7.281,-3.858,-4.457,-4.283,-4.09,-3.895,-0.168,3.708,2.982,3.75,1.183,3.14,6.489,5.336,8.432,2.218,-1.401,-3.149,-5.239,-4.789,-5.639,-3.063,-1.734,0.984,3.525,2.099,-0.54,0.691,0.676
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:3P:N:A:I:D:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31441946.197,34692178.677,35031412.339,35138118.128,34699838.864,35147211.195,36291095.676,36599640.708,34066118.386,33728111.815,33120748.389,33008860.967,32561151.382,31849582.831,31183019.974,31231309.935,31019767.199,31625197.634,31582752.783,31002321.979,30972653.531,29973990.98,29362962.421,29618631.343,29433591.067,29591606.063,29448807.745,30038137.124,30433581.567,31168272.106,30812816.206,30656443.986,30657056.906,31160263.764,31266679.777,31065811.698,30463908.043,30441722.995,29973987.694,29533299.551,29195096.699,28836376.988,28956992.999,29343214.46,29243911.943,28929072.408,28630891.205,28160407.014,27884390.904,27463545.594,27329434.65,27468424.125,25915053.885,24346460.773,23715470.437,23987855.246,23153755.11,22806279.367,22874049.83,21988413.575,21682202.469,21086484.456,20882962.083,20208970.609,20100381.304,20267204.825,19986690.961,19378947.959,19308665.862,19509700.037,19944720.038,20096443.544,19841466.055,20238435.774,20174913.116,20693366.421,21177548.817,21322069.73,21881080.022,21187512.392,20877923.896,20653814.546,20739995.434,20177568.568,19703947.879,20021953.137,20380470.734,20354810.268,20377352.524,20415215.626,20240166.589,20480297.288,20501982.324
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:3P:N:B:I:G:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.622,14.681,10.409,-4.993,-12.579,-14.894,3.963,6.557,7.273,1.235,-10.704,-10.22,-6.184,-5.386,-3.621,-6.954,-12.718,-7.331,-12.518,-5.883,0.429,-3.622,2.281,17.932,4.545,7.165,1.094,-3.816,16.554,18.061,40.365,45.494,59.489,39.815,33.646,5.006,-16.856,-6.564,-20.437,-14.872,-7.071,-1.227,9.568,14.727,15.72,8.84,7.167,0.389,-3.802,1.849,1.011,-0.546,5.273,-6.548,-8.898,8.966,2.792,9.268,2.915,-8.062,-6.526,-0.869,-0.569,1.151,-6.317,-8.516,-9.574,-9.113,4.122,8,6.2,6.117,1.879,-2.155,13.273,15.852,17.513,9.839,-3.927,-2.741,1.575,7.2,7.511,5.558,-8.091,-14.373,-8.944,-8.195,0.45,16.491,19.176,29.809,28.503
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:3P:N:B:I:G:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17107184.129,17776246.069,17342811.263,16512950.396,16152400.617,16169678.135,18721776.732,18458888.26,17700919.336,15990416.262,16774360.117,15851254.529,15792941.929,15193622.18,15460076.687,14214557.34,12835090.33,13306729.942,13368766.13,12860134.481,13649953.212,13743489.679,14709646.555,17132192.693,15132361.057,14920905.639,15107483.165,16314347.409,17401639.733,17972632.291,20731687.569,23138178.556,25725213.427,23548644.531,26777289.345,22002356.744,21370476.706,21010382.882,19672161.231,18990502.649,19378086.318,20018081.031,20851496.87,20498529.998,21170835.446,20783392.851,21466733.7,20095844.216,20179098.692,20789692.274,21486699.894,20993494.636,22943931.337,22102582.61,22383990.489,25213532.195,23735965.595,23350091.541,23623968.501,24879693.151,24773058.613,26160759.858,25233972.869,25187628.749,23230766.535,23944214.906,22829651.02,22746005.491,24023871.16,25685846.569,24079968.722,24219619.981,24513908.62,25223957.793,27376948.006,28057936.575,28868405.821,27707013.645,26303329.95,27289355.554,29252180.772,29628665.802,28209339.477,28735565.395,26824711.668,25328172.639,25643765.269,26336893.924,27026448.668,29578602.383,30608694.2,34241699.391,34701717.54
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:3P:P:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.115,-0.839,9.093,14.107,14.589,2.613,1.067,-3.553,-9.677,-10.949,-14.779,-13.552,-8.795,-8.719,-11.741,-11.477,-10.859,-8.051,-5.369,-9.905,-7.471,-12.183,-12.27,-7.074,-8.862,-5.337,-6.532,-7.692,-7.408,-4.067,-3.865,-1.184,-2.39,-3.165,1.469,-0.066,-0.544,-1.953,-3.29,-2.168,-0.424,0.573,0.547,1.08,3.232,0.373,0.24,-2.323,-2.178,-0.658,-1.933,-1.082,-5.078,-7.685,-8.504,-7.99,-7.502,-5.485,-3.627,-9.88,-9.757,-13.327,-13.923,-11.434,-10.221,-4.006,-3.118,-2.248,1.199,-5.705,0.302,2.655,2.362,12.44,7.804,6.122,7.96,5.243,6.732,4.28,-1.83,-10.123,-12.199,-13.991,-16.604,-12.735,-11.99,-5.564,-1.513,1.527,-2.337,1.082,1.61
Q,Quarterly,JPY,Yen,3P,All countries excluding residents,P,Non-financial sectors,A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:3P:P:A:I:D:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15083921.903,16615538.732,17264149.569,17610345.693,17276895.648,17039848.852,17444437.243,16980115.558,15603751.13,15180132.871,14867468.277,14682946.068,14234784.022,13855245.838,13121854.041,12997379.122,12689157.978,12739792.941,12415967.278,11708865.98,11741584.271,11190515.433,10893660.939,10881862.443,10700438.792,10591661.711,10182030.682,10043404.896,9904871.055,10157525.864,9786294.19,9923178.398,9672420.433,9840197.077,9932049.097,9917885.919,9615756.723,9644153.882,9607723.142,9707298.218,9588643.377,9712976.907,9672137.92,9832888.311,9932856.501,9782738.583,9651774.034,9551923.729,9643674.214,9645131.349,9466679.545,9447650.016,9150162.996,8900499.206,8656306.4,8685693.996,8458290.233,8407390.497,8343843.949,7833645.665,7639010.651,7296611.38,7188695.143,6944285.575,6867031.597,7006250.109,7007007.418,6820795.088,6978993.314,6637318.758,7020368.31,7001245.841,7129549.149,7462361.056,7563986.066,7426669.109,7746337.74,7887883.184,8112322.58,7782063.57,7605518.821,7091811.796,7124667.717,6694776.65,6343512.457,6189167.47,6270797.807,6301564.036,6228429.354,6262025.927,6099020.802,6360538.777,6318752.455
Q,Quarterly,JPY,Yen,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:4T:N:A:I:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.109,-9.458,-9.092,-10.498,-3.159,-7.222,-0.795,-5.373,-6.733,-2.842,-6.41,-3.282,-6.648,-2.797,-7.11,-14.269,-17.937,-19.148,-18.004,-7.356,-4.57,-7.592,0.201,6.408,11.091,11.586,12.055,5.307,13.687,15.669,17.267,18.677,21.592,23.773,20.182,14.266,-4.469,-7.248,-11.605,-11.533,-0.38,5.749,13.948,19.33,20.815,16.546,18.216,9.51,3.428,6.533,2.052,-0.597,0.373,-5.76,-7.307,11.645,10.501,12.733,9.347,-17.6,-12.506,-4.7,-10.126,5.527,-11.926,-16.958,-7.714,-6.75,10.868,20.536,6.472,5.03,-1.854,-4.83,9.381,8.854,21.017,10.178,-0.172,-2.76,-11.041,-1.408,-4.678,-0.32,-5.963,-21.637,-14.059,-15.782,-7.369,4.84,4.416,13.016,18.768
Q,Quarterly,JPY,Yen,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,B,Credit (loans & debt securities),JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:4T:N:A:I:B:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9498155.424,9432548.467,9121435.012,9213019.506,9514866.442,8993175.032,9162901.573,8960874.715,9005173.962,8648118.22,8615822.41,8475744.006,8198386.615,8456421.383,7801661.697,7040049.34,6226632.056,6395299.061,6161826.856,6216114.183,6588588.327,6558870.666,6896583.777,7613016.809,7577250.646,7406808.133,7798017.996,8040895.237,8619726.848,8751343.829,9085690.224,9366661.081,9886798.834,10269323.399,10542253.611,9808387.034,9367605.122,9173926.483,8745976.213,8770593.864,9145125.971,9400641.862,9665358.409,9927089.847,10520922.01,10534237.051,10991611.426,10588610.211,11023982.184,11345406.451,11505550.527,11349523.074,11908732.16,11974317.109,12000322.836,13798588.717,13557441.882,13432426.2,13717477.719,13509572.535,14215431.864,15492402.478,14304640.48,14264072.478,12526361.972,12868174.021,13245268.64,13337250.824,13924652.332,15556759.652,14098941.77,14072553.518,13699489.982,14867826.933,15486024.53,15314660.502,16646205.008,16416930.168,15495409.313,14926759.867,14807329.68,16184175.216,14769079.734,14877351.098,13809099.744,12584864.377,12593800.238,12430585.31,12753118.643,13144205.586,13099818.043,13997472.781,15144441.452
Q,Quarterly,JPY,Yen,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:4T:N:A:I:D:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.439,-2.255,5.895,9.188,14.062,6.315,8.89,5.778,4.276,-3.063,-11.424,-10.845,-12.455,-9.718,-18.466,-23.547,-25.328,-22.669,-18.409,-12.946,-4.436,-18.912,-13.274,-8.655,-8.44,7.414,10.917,12.283,11.354,10.504,1.166,-4.987,-7.988,-6.876,-2.347,-0.747,-1.522,-9.463,-4.751,4.552,6.979,14.589,4.174,2.313,14.838,16.856,27.772,10.107,-1.032,0.128,0.349,11.879,7.408,1.878,2.752,3.767,6.897,10.203,15.853,7.131,8.206,6.471,1.663,2.693,0.244,12.002,6.854,9.813,9.43,5.098,7.363,5.536,8.438,11.446,14.772,10.517,17.495,11.126,14.34,10.14,-0.229,-3.068,-6.509,-9.749,-15.785,-14.874,-21.456,-13.651,-7.242,-4.511,-5.959,-6.438,-5.826
Q,Quarterly,JPY,Yen,4T,Emerging market and developing economies,N,"Non-banks, total",A,All sectors,I,Cross-border & Local in FCY,D,Debt securities,JPY,Yen,,6,Millions,0,Zero,,,,,Q:JPY:4T:N:A:I:D:JPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622134.373,2836564.862,2943559.267,3019547.954,2988954.702,3012447.473,3208097.405,3197227.071,3120536.852,2925091.137,2842050.024,2851318.566,2732819.862,2641418.425,2318033.354,2179716.631,2040288.429,2046490.943,1894680.484,1900651.418,1953351.438,1659724.665,1642540.574,1735139.965,1786290.223,1780356.232,1820506.851,1947883.698,1989140.531,1968007.449,1842582.336,1852182.53,1832535.121,1834034.003,1799934.595,1835101.71,1800581.192,1656880.785,1712079.819,1919180.533,1935207.751,1907508.409,1790808.946,1983808.537,2257772.878,2263653.676,2246701.941,2126303.082,2156401.738,2186903.715,2250823.667,2377022.393,2311022.633,2224522.595,2307523.591,2459522.93,2464522.571,2445522.059,2673183.024,2633083.638,2664881.977,2601882.554,2711357.436,2693358.179,2660958.024,2900456.927,2924606.672,2993108.205,2946767.236,3087578.883,3134177.499,3158277.944,3188749.446,3438676.757,3594379.395,3488569.143,3788567.487,3857669.253,4151067.462,3880868.465,3780867.686,3740868.555,3882467.963,3503716.844,3185016.821,3185118.691,3048917.51,3023818.972,2953817.879,3038518.29,2863617.723,2827398.172,2779097.77
Q,Quarterly,JPY,Yen,4T,Emerging market and developing economies,N,"Non-banks, total",B,"Banks, total",I,Cross-border & Local in FCY,G,Loans and deposits,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:JPY:4T:N:B:I:G:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.974,-12.26,-14.908,-17.884,-9.722,-12.938,-5.266,-10.699,-11.839,-2.853,-3.856,0.917,-3.538,0.739,-1.495,-9.618,-14.311,-17.558,-17.722,-4.698,-4.709,-3.064,5.095,11.503,19.296,13.026,12.428,3.255,14.407,17.288,22.095,26.202,30.472,32.86,26.033,18.001,-5.222,-6.825,-13.112,-15.276,-2.273,3.729,16.307,24.08,22.234,16.319,16.053,9.383,4.667,8.234,2.447,-3.684,-1.469,-7.717,-9.757,13.652,11.375,13.325,7.817,-22.919,-17.197,-7.813,-13.101,6.214,-14.72,-22.784,-11.103,-10.613,11.268,25.07,6.219,4.884,-4.61,-8.855,7.846,8.372,22.085,9.883,-4.608,-6.603,-14.226,-0.896,-4.009,2.995,-2.593,-23.694,-11.437,-16.455,-7.41,8.008,7.735,19.287,26.173
