FREQ,Frequency,CURR_DENOM,Currency of denomination,BORROWERS_CTY,Borrowers' country,BORROWERS_SECTOR,Borrowers' sector,LENDERS_SECTOR,Lending sector,L_POS_TYPE,Position type,L_INSTR,Type of instruments,UNIT_MEASURE,Unit of measure,TITLE,UNIT_MULT,Unit Multiplier,DECIMALS,Decimals,COLLECTION,Collection Indicator,AVAILABILITY,Availability,Series,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2A:N:B:N:A:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.105,7.703,7.486,7.534,7.798,7.51,8.032,8.17,7.737,8.028,7.942,7.529,6.982,6.53,6.525,6.397,6.527,6.481,6.244,5.983,5.768,5.791,5.734,6.39,6.572,6.621,6.532,6.683,6.982,7.651,7.893,7.775,7.993,7.55,7.372,7.998,8.445,7.814,7.756,7.482,6.931,6.48,6.241,6.016,5.93,5.858,6.273,5.904,5.329,5.548,5.433,5.293,5.573,5.677,5.646,5.573,5.506,5.327,5.591,6.324,6.12,6.064,6.518,7.334,7.122,7.289,7.283,6.955,6.699,6.78,6.685,6.681,6.719,6.844,6.997,6.865,6.937,6.67,6.646,6.524,7.22,7.116,7.306,7.14,7.204,6.556,6.24,6.04,5.928,4.44,4.342,4.565,4.474
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2A:N:B:N:A:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.527,3.078,9.382,8.628,5.669,5.947,0.279,3.637,3.29,7.29,8.623,4.877,4.373,4.554,7.294,8.561,16.758,13.372,9.219,11.95,5.091,7.775,12.267,22.409,33.156,30.915,26.534,19.304,20.068,40.707,53.253,49.427,44.225,23.425,11.946,1.215,-5.711,-10.989,-11.886,-7.048,-5.497,-6.121,-5.44,-3.896,-0.743,7.155,8.613,7.042,0.944,0.544,1.882,3.002,19.537,13.832,11.102,6.948,-6.702,-5.483,-4.205,-6.076,-6.191,-6.859,-9.62,-4.826,-2.695,0.735,4.465,2.212,2.947,-0.199,-0.315,4.201,2.41,1.208,1.512,0.92,4.801,5.389,7.331,6.529,1.895,3.187,-1.807,-0.578,4.936,0.006,3.253,-0.995,-4.812,-6.4,-9.196,-9.512,-13.158
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2A:S:B:A:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.61,37.257,36.874,36.786,37.501,37.781,38.823,38.574,37.013,37.858,37.45,37.027,36.944,35.66,35.997,36.21,35.73,36.699,36.562,37.035,36.034,36.608,37.295,38.954,39.14,39.857,40.2,41.534,42.274,44.416,46.075,46.517,47.425,47.518,47.581,49.066,51.072,51.58,52.778,52.182,50.527,50.186,50.113,49.913,49.194,49.191,50.008,49.557,48.64,49.934,50.263,50.802,51.747,53.471,54.533,55.042,55.786,56.034,57.511,60.997,61.431,61.869,64.07,65.622,65.606,65.29,65.368,64.478,63.434,63.931,63.312,62.904,62.412,62.32,62.271,60.363,60.767,60.408,60.693,60.931,64.31,67.035,69.325,69.632,70.112,67.258,65.81,65.362,64.345,59.077,59.131,60.156,61.108
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2A:S:B:A:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.088,20.549,25.437,25.66,23.02,20.338,16.729,15.677,15.873,15.601,13.579,10.933,13.515,18.587,23.052,25.402,28.956,27.7,24.998,30.836,26.212,28.337,32,32.521,36.918,34.8,33.731,30.48,30.801,36.295,40.435,39.228,41.035,36.701,30.63,22.354,14.217,5.03,0.819,0.521,1.393,5.468,8.434,11.576,14.246,16.263,17.698,17.966,16.949,16.966,15.903,15.641,17.399,16.691,16.338,14.196,12.848,10.619,10.229,12.611,10.76,9.506,8.415,6.711,6.762,6.35,5.151,3.392,3.757,4.862,5.348,5.94,5.684,5.351,5.213,4.468,6.466,6.128,6.535,7.89,7.271,8.292,7.618,8.28,8.284,9.199,11.59,11.343,17.322,14.681,14.74,16.86,12.37
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2A:S:B:R:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.505,29.554,29.387,29.252,29.702,30.27,30.791,30.405,29.276,29.831,29.508,29.498,29.961,29.131,29.472,29.812,29.203,30.218,30.318,31.052,30.266,30.818,31.561,32.564,32.569,33.236,33.668,34.851,35.292,36.765,38.182,38.742,39.432,39.967,40.209,41.068,42.627,43.766,45.023,44.7,43.596,43.706,43.872,43.897,43.264,43.332,43.736,43.653,43.312,44.386,44.829,45.509,46.174,47.794,48.887,49.469,50.28,50.707,51.92,54.672,55.31,55.805,57.551,58.288,58.484,58.001,58.085,57.523,56.736,57.151,56.627,56.222,55.693,55.477,55.274,53.497,53.83,53.738,54.046,54.407,57.09,59.919,62.019,62.492,62.908,60.703,59.57,59.322,58.416,54.637,54.788,55.592,56.634
Q,Quarterly,TO1,All currencies,2A,Other developing Europe,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2A:S:B:R:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.721,32.239,37.674,37.442,33.976,28.671,24.701,21.538,19.434,15.965,14.823,11.62,15.612,27.266,31.471,34.511,36.378,35.022,33.266,37.69,33.777,35.448,37.433,35.537,38.037,35.721,35.682,33.701,33.714,35.075,37.05,36.71,39.857,38.464,34.697,26.877,18.731,9.151,3.911,3.29,4.295,9.532,12.71,16.002,17.915,18.295,20.556,20.532,20.027,20.471,18.178,17.706,18.491,18.039,18.276,16.081,15.971,12.68,12.364,16.946,14.883,13.785,12.714,8.696,8.246,7.26,5.18,3.483,3.934,5.568,6.254,6.349,6.051,5.905,5.666,4.866,6.476,5.985,6.37,7.98,8.697,10.087,10.192,10.691,9.787,10.628,12.44,12.615,20.089,18.784,19.404,22.488,17.226
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2R:N:B:N:A:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.772,6.741,6.898,6.857,7.551,7.541,7.517,7.791,7.935,7.706,8.068,7.999,8.921,9.223,9.052,9.11,9.934,10.307,11.005,11.27,11.804,12.119,12.101,12.194,13.157,13.446,14.021,14.901,15.773,16.788,16.268,16.524,17.097,16.678,16.226,15.617,15.516,15.506,15.342,15.005,15.069,14.156,14.365,13.62,14.385,14.58,14.645,14.367,14.014,13.903,13.911,14.153,14.705,14.842,15.092,15.383,15.332,15.154,16.192,16.333,17.139,16.534,16.998,16.879,17.308,17.403,18.129,18.233,18.028,17.793,17.744,17.581,18.065,18.994,18.921,19.448,19.777,20.22,21.735,20.456,24.04,23.735,24.27,24.678,24.655,23.696,23.378,23.512,25.619,27.802,29.698,27.495,27.015
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2R:N:B:N:A:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.822,-6.026,-7.785,-12.813,-8.549,-4.505,-8.345,6.009,3.51,2.014,9.66,4.002,18.132,23.485,22.888,22.285,15.198,14.247,19.721,30.074,20.87,19.777,11.766,5.793,12.715,2.896,11.544,18.071,15.258,28.295,20.253,16.198,15.695,2.431,0.065,-16.778,-24.534,-17.192,-17.314,-8.12,0.353,-6.699,-0.702,6.787,7.848,11.12,14.091,18.701,16.065,13.744,7.63,-1.247,1.289,-0.746,-1.916,4.241,1.775,6.786,12.979,14.14,18.406,16.098,10.871,6.193,7.459,9.127,14.146,10.831,4.58,0.754,-0.087,2.306,7.536,16.175,7.292,5.178,5.4,2.556,14.664,10.055,18.712,13.108,3.731,16.468,5.955,7.387,4.821,-1.725,6.463,11.92,16.245,10.512,0.595
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2R:S:B:A:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.711,101.97,102.04,102.202,102.404,101.424,101.656,102.591,101.669,101.06,101.237,102.299,101.707,101.692,101.536,102.094,102.128,102.404,102.571,103.81,103.873,104.066,105.422,106.125,107.004,107.536,109.323,111.558,112.833,113.953,114.653,116.405,117.642,117.921,116.598,117.073,117.816,120.713,121.672,122.486,124.112,121.591,121.191,119.505,119.763,119.643,119.679,121.06,120.806,119.903,120.418,121.548,122.918,122.621,123.039,123.692,122.77,122.378,123.584,124.08,124.788,123.819,124.253,125.397,125.766,126.038,128.027,129.081,128.918,128.976,128.8,128.901,128.639,130.094,130.438,130.829,131.139,131.845,133.428,132.794,137.124,142.301,144.496,146.578,146.946,143.404,141.916,141.62,142.595,144.11,145.631,143.224,141.864
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2R:S:B:A:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.132,2.637,2.615,3.403,3.086,2.263,2.539,0.78,0.508,1.011,1.426,2.217,3.695,3.257,3.094,4.141,4.011,4.735,5.88,5.464,5.532,6.897,5.834,6.716,7.042,7.342,8.759,9.101,10.169,9.531,8.964,7.492,6.05,3.341,-0.014,-1.841,-0.477,-0.118,1.361,4.566,1.794,2.623,2.665,1.504,2.052,1.849,4.571,4.445,4.242,4.754,2.092,2.277,2.061,2.31,3.032,2.775,3.857,3.763,3.933,4.613,3.799,2.967,3.087,2.82,3.518,4.89,4.129,4.386,4.404,3.866,4.394,3.953,4.481,3.944,3.422,3.975,3.518,4.556,4.437,5.602,5.919,4.384,5.822,3.925,3.542,3.562,2.748,4.777,5.992,7.423,6.942,4.772
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:2R:S:B:R:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.939,95.23,95.143,95.345,94.853,93.883,94.138,94.8,93.734,93.354,93.168,94.299,92.787,92.469,92.484,92.984,92.194,92.097,91.566,92.54,92.07,91.947,93.321,93.931,93.848,94.091,95.302,96.656,97.059,97.165,98.385,99.882,100.545,101.243,100.372,101.457,102.301,105.207,106.331,107.481,109.042,107.435,106.826,105.885,105.377,105.063,105.035,106.693,106.792,106,106.508,107.395,108.213,107.78,107.947,108.308,107.438,107.224,107.392,107.747,107.649,107.285,107.255,108.518,108.458,108.636,109.899,110.847,110.891,111.183,111.056,111.321,110.573,111.1,111.517,111.381,111.362,111.625,111.694,112.338,113.084,118.565,120.226,121.901,122.291,119.708,118.538,118.108,116.976,116.308,115.933,115.728,114.849
Q,Quarterly,TO1,All currencies,2R,Residual developed countries,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:2R:S:B:R:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.834,2.488,2.975,2.964,3.22,2.704,2.103,2.059,0.73,0.701,0.884,1.437,1.399,2.389,2.208,1.875,2.921,3.027,3.111,3.835,3.963,3.85,6.049,5.69,6.248,7.025,6.652,7.198,7.586,7.576,7.72,7.546,6.582,6.464,3.731,0.73,-0.364,0.644,0.537,2.284,5.183,2.648,3.194,2.7,0.851,0.767,0.854,3.909,4.393,4.29,4.847,2.383,2.259,2.392,2.698,3.194,3.129,3.953,3.442,2.912,2.994,2.677,2.229,3.14,2.766,2.716,3.643,3.116,3.926,4.477,4.111,4.293,3.769,3.673,3.775,2.869,3.302,2.838,2.56,3.691,3.355,4.7,4.51,4.342,4.523,3.876,3.857,4.062,4.238,4.167,4.426,4.485,4.178
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:4U:N:B:N:A:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.057,8.067,7.921,7.811,8.022,8.399,8.501,7.865,8.748,9.638,10.372,10.036,9.597,8.65,8.59,8.344,8.466,8.299,7.251,6.718,6.4,5.64,5.254,5.446,5.55,6.159,6.048,6.13,6.206,6.128,6.058,5.991,6.06,5.866,6.555,7.111,6.972,6.326,6.473,6.26,6.347,6.43,6.36,6.294,6.148,5.923,6.622,6.503,6.317,6.399,6.19,6.313,6.116,6.171,6.224,6.353,6.224,5.976,6.268,6.634,7.532,7.342,8.265,8.561,7.898,7.589,7.47,7.235,6.475,6.608,6.697,6.865,6.663,7.163,7.446,7.35,7.428,7.379,7.584,7.042,8.645,8.958,8.84,8.193,8.27,7.33,7.348,7.322,6.742,6.976,6.913,6.749,6.504
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:4U:N:B:N:A:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.154,-8.41,-2.526,-5.067,1.912,9.577,1.488,4.023,6.052,-1.827,1.372,0.274,-5.589,-3.932,-3.303,-4.649,2.45,-0.279,-5.112,-4.945,-12.647,-11.705,-6.209,-0.06,11.521,24.466,29.519,29.563,29.38,25.922,20.785,19.235,17.51,15.921,19.411,4.142,-2.468,-4.882,0.026,11.744,21.61,25.249,21.037,24.291,19.545,15.065,10.354,6.419,7.696,3.416,1.744,3.184,0.713,0.39,0.089,-2.11,-2.754,0.489,1.33,2.127,6.601,6.034,4.374,2.586,-4.253,-3.323,-3.06,-3.514,-3.027,-3.503,4.232,6.743,8.962,5.116,0.618,0.287,1.73,6.213,1.287,-2.049,-2.923,-4.771,-4.834,-0.29,-3.603,-3.564,-0.079,0.696,4.717,6.689,4.793,3.302,4.538
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:4U:S:B:A:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,31.147,30.11,30.041,29.669,28.747,28.699,28.106,28.867,29.375,29.226,29.238,28.74,27.949,28.077,28.263,27.76,27.652,27.139,27.098,26.931,26.684,26.924,27.976,28.587,29.914,30.314,31.452,32.108,32.925,34.638,36.18,36.815,37.257,38.042,39.863,39.664,40.148,41.584,42.259,41.481,42.063,43.809,45.183,45.346,46.059,47.221,48.461,48.121,48.502,48.727,50.17,49.943,50.076,50.672,51.268,51.534,51.769,51.432,52.256,51.241,51.836,50.964,53.111,52.724,53.47,52.699,52.448,50.203,49.168,50.27,50.49,49.476,49.854,50.549,51.404,51.285,51.484,52.241,52.071,53.468,55.097,55.562,55.89,54.879,53.529,52.881,52.927,53.964,53.512,53.646,53.689,52.729
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:4U:S:B:A:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.914,-3.204,-1.15,-1.693,3.893,1.038,-0.233,-1.217,-0.899,0.001,0.732,3.104,2.877,3.33,2.15,3.11,5.263,5.717,6.811,8.251,8.026,9.215,9.75,6.403,9.055,13.77,17.734,25.872,26.629,26.315,28.607,28.148,27.725,27.283,23.098,15.954,9.86,6.227,5.39,8.107,12.51,14.89,19.812,23.54,24.776,25.668,21.898,19.617,18.542,16.235,14.854,14.854,13.311,12.502,12.311,10.961,9.889,10.743,10.031,9.673,10.379,9.744,9.958,8.425,6.515,6.049,5.119,4.287,4.828,5.455,9.182,9.364,10.96,9.24,7.053,8.144,7.717,8.975,7.174,6.544,6.217,5.035,4.471,5.795,5.196,7.904,10.335,12.004,13.95,15.209,15.005,13.399,14.469
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:4U:S:B:R:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.843,23.08,22.189,22.23,21.646,20.349,20.198,20.241,20.118,19.737,18.854,19.202,19.144,19.298,19.487,19.918,19.294,19.352,19.889,20.38,20.531,21.044,21.67,22.531,23.037,23.754,24.266,25.322,25.902,26.796,28.58,30.189,30.755,31.39,31.487,32.752,32.691,33.822,35.111,35.999,35.134,35.634,37.449,38.889,39.199,40.136,40.599,41.958,41.804,42.102,42.537,43.857,43.827,43.905,44.448,44.915,45.31,45.793,45.164,45.621,43.708,44.494,42.698,44.55,44.825,45.882,45.229,45.213,43.727,42.56,43.573,43.624,42.813,42.691,43.103,44.054,43.857,44.104,44.658,45.029,44.823,46.139,46.722,47.697,46.609,46.199,45.533,45.605,47.222,46.537,46.733,46.94,46.225
Q,Quarterly,TO1,All currencies,4U,Developing Latin America and Caribbean,S,Non-financial private sector,B,"Banks, total",R,Local,B,Credit (loans & debt securities),771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:4U:S:B:R:B:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.926,-1.903,-1.154,-1.181,3.352,-2.563,-1.25,-3.512,-4.472,-0.633,-0.285,4.168,7.354,6.239,4.046,5.862,4.751,8.35,12.458,14.613,18.84,20.142,18.097,7.654,8.511,10.127,13.251,27.206,27.539,28.134,30.521,29.678,29.393,29.001,24.383,19.441,14.148,10.042,7.563,8.348,11.285,14.258,19.957,23.105,25.524,26.712,24.289,22.916,21.289,19.857,18.127,17.56,16.433,15.6,15.288,14.163,12.881,12.559,11.578,10.861,10.939,10.715,11.59,11.002,9.731,8.663,7.116,6.203,7.673,8.153,11.146,10.963,11.605,11.72,10.07,10.74,9.898,9.744,9.096,8.792,8.936,8.267,6.916,7.597,7.451,9.949,12.572,14.883,16.579,18.95,19.906,18.457,19.352
Q,Quarterly,TO1,All currencies,4Y,Developing Asia and Pacific,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:4Y:N:B:N:A:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.368,4.402,4.362,4.087,4.287,4.179,4.134,4.043,3.943,3.8,3.921,3.283,3.205,3.295,3.276,3.298,3.629,3.362,3.4,3.44,3.501,3.665,3.649,3.642,3.748,3.866,3.803,4.039,3.913,4.211,4.322,4.801,4.764,4.734,4.394,3.85,3.616,3.639,3.719,3.751,3.776,3.773,3.992,3.995,4.182,4.33,4.305,4.088,4.193,4.214,4.252,4.24,4.481,4.589,4.794,4.881,5.096,5.405,5.403,5.303,5.317,5.464,5.387,5.705,5.479,5.601,5.466,5.579,5.576,5.651,5.641,5.543,5.521,5.492,5.493,5.406,5.465,5.571,5.614,5.597,5.917,5.935,5.859,5.79,5.881,5.689,5.545,5.321,5.216,5.293,5.226,5.031,5.029
Q,Quarterly,TO1,All currencies,4Y,Developing Asia and Pacific,N,"Non-banks, total",B,"Banks, total",N,Cross-border,A,All instruments,771,"Year-on-year changes, in per cent",,0,Units,2,Two,,,,,Q:TO1:4Y:N:B:N:A:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.096,-9.719,-3.299,-9.611,-4.075,1.781,-4.313,2.921,1.83,1.775,10.576,-12.878,-11.074,-16.548,-18.528,2.855,12.522,3.995,11.563,23.037,11.429,31.281,26.63,26.993,23.52,21.858,22.093,24.77,32.684,47.384,57.771,68.498,54.934,36.145,17.554,-13.98,-21.844,-23.496,-13.8,10.244,33.801,34.613,46.382,41.173,41.886,58.027,41.03,39.743,33.024,19.816,20.888,22.663,28.334,31.635,33.841,36.661,26.538,29.161,24.206,16.253,12.098,5.959,0.046,-6.671,-13.836,-13.374,-11.269,-3.931,6.14,6.602,12.487,14.048,14.161,7.973,5.276,2.346,5.736,11.262,9.678,13.928,4.943,4.287,6.296,5.888,14.727,14.326,10.397,9.25,0.578,-2.439,-3.458,-6.457,-4.902
Q,Quarterly,TO1,All currencies,4Y,Developing Asia and Pacific,S,Non-financial private sector,B,"Banks, total",A,All,B,Credit (loans & debt securities),770,Percentage of GDP,,0,Units,2,Two,,,,,Q:TO1:4Y:S:B:A:B:770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.548,98.749,98.621,98.975,94.584,94.999,94.535,94.233,98.618,99.076,100.343,100.725,102,103.676,104.376,103.25,104.657,103.13,101.708,100.429,99.804,98.776,98.886,97.65,98.96,100.065,99.865,98.97,100.261,100.305,100.415,99.06,100.224,100.061,99.51,98.859,106.544,110.472,112.379,111.69,112.187,112.599,112.532,112.243,112.12,112.027,112.161,112.955,114.481,116.359,116.951,117.917,120.197,122.57,124.939,124.776,126.092,127.625,128.193,129.035,131.836,133.758,135.488,137.617,138.887,139.473,139.055,138.69,138.58,138.825,139.166,138.254,140.582,140.367,141.737,140.78,144.154,144.379,146.07,147.025,156.395,160.559,164.055,164.237,164.742,162.612,161.008,159.269,162.055,162.462,162.154,162.604,165.737
