Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,5066.72021484375,5066.72021484375,5066.72021484375,5066.72021484375,5066.72021484375,0
2006-01-04,5101.47021484375,5101.47021484375,5101.47021484375,5101.47021484375,5101.47021484375,0
2006-01-05,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,0
2006-01-06,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,5214.9599609375,0
2006-01-09,5268.6201171875,5268.6201171875,5268.6201171875,5268.6201171875,5268.6201171875,0
2006-01-10,5296.0,5296.0,5296.0,5296.0,5296.0,0
2006-01-11,5371.27001953125,5371.27001953125,5371.27001953125,5371.27001953125,5371.27001953125,0
2006-01-12,5526.330078125,5526.330078125,5526.330078125,5526.330078125,5526.330078125,0
2006-01-13,5521.169921875,5521.169921875,5521.169921875,5521.169921875,5521.169921875,0
2006-01-17,5640.6201171875,5640.6201171875,5640.6201171875,5640.6201171875,5640.6201171875,0
2006-01-18,5605.31005859375,5605.31005859375,5605.31005859375,5605.31005859375,5605.31005859375,0
2006-01-19,5724.0498046875,5724.0498046875,5724.0498046875,5724.0498046875,5724.0498046875,0
2006-01-20,5778.8701171875,5778.8701171875,5778.8701171875,5778.8701171875,5778.8701171875,0
2006-01-23,5780.6298828125,5780.6298828125,5780.6298828125,5780.6298828125,5780.6298828125,0
2006-01-24,5825.39990234375,5825.39990234375,5825.39990234375,5825.39990234375,5825.39990234375,0
2006-01-25,5863.2998046875,5863.2998046875,5863.2998046875,5863.2998046875,5863.2998046875,0
2006-01-26,5787.6298828125,5787.6298828125,5787.6298828125,5787.6298828125,5787.6298828125,0
2006-01-27,5758.72021484375,5758.72021484375,5758.72021484375,5758.72021484375,5758.72021484375,0
2006-01-30,5776.18994140625,5776.18994140625,5776.18994140625,5776.18994140625,5776.18994140625,0
2006-01-31,5843.33984375,5843.33984375,5843.33984375,5843.33984375,5843.33984375,0
2006-02-01,6042.68017578125,6042.68017578125,6042.68017578125,6042.68017578125,6042.68017578125,0
2006-02-02,6022.58984375,6022.58984375,6022.58984375,6022.58984375,6022.58984375,0
2006-02-03,6130.85986328125,6130.85986328125,6130.85986328125,6130.85986328125,6130.85986328125,0
2006-02-06,6478.81005859375,6478.81005859375,6478.81005859375,6478.81005859375,6478.81005859375,0
2006-02-07,6590.56005859375,6590.56005859375,6590.56005859375,6590.56005859375,6590.56005859375,0
2006-02-08,6627.18017578125,6627.18017578125,6627.18017578125,6627.18017578125,6627.18017578125,0
2006-02-09,6790.990234375,6790.990234375,6790.990234375,6790.990234375,6790.990234375,0
2006-02-10,6726.97998046875,6726.97998046875,6726.97998046875,6726.97998046875,6726.97998046875,0
